Time,Previous Close,Open Price,Bid,Ask,Day's Range,52-Week Range,Volume,Avg. Volume,Market Cap,Beta (5Y Monthly),PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est,High Price,Low Price
2024-01-10 19:14:33,185.56,183.92,0.00 x 1000,0.00 x 1100,182.73 - 185.15,130.46 - 199.62,"42,377,304","54,472,047",2.879T,1.29,30.20,6.13,"Jan 31, 2024 - Feb 05, 2024",0.96 (0.52%),"Nov 10, 2023",199.57,185.1500,182.7300
